index,section size,weight,A,d,bf,tw,tf,bf to tf ratio,h to tw ratio,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,J,Cw,rts
1947,HSS5X5X3/8,22.37,6.18,0,0,0,0,0,0,21.7,10.6,8.68,1.87,21.7,10.6,8.68,1.87,36.1,0,0
1948,HSS5X5X5/16,19.08,5.26,0,0,0,0,0,0,19,9.16,7.62,1.9,19,9.16,7.62,1.9,31.2,0,0
1949,HSS5X5X1/4,15.62,4.3,0,0,0,0,0,0,16,7.61,6.41,1.93,16,7.61,6.41,1.93,25.8,0,0
1950,HSS5X5X3/16,11.97,3.28,0,0,0,0,0,0,12.6,5.89,5.03,1.96,12.6,5.89,5.03,1.96,19.9,0,0
1951,HSS5X5X1/8,8.16,2.23,0,0,0,0,0,0,8.8,4.07,3.52,1.99,8.8,4.07,3.52,1.99,13.7,0,0
1952,HSS5X4X1/2,25.03,6.95,0,0,0,0,0,0,21.2,10.9,8.49,1.75,14.9,9.35,7.43,1.46,30.3,0,0
1953,HSS5X4X3/8,19.82,5.48,0,0,0,0,0,0,17.9,8.96,7.17,1.81,12.6,7.67,6.3,1.52,24.9,0,0
1954,HSS5X4X5/16,16.96,4.68,0,0,0,0,0,0,15.8,7.79,6.32,1.84,11.1,6.67,5.57,1.54,21.7,0,0
1955,HSS5X4X1/4,13.91,3.84,0,0,0,0,0,0,13.4,6.49,5.35,1.87,9.46,5.57,4.73,1.57,18,0,0
1956,HSS5X4X3/16,10.7,2.93,0,0,0,0,0,0,10.6,5.05,4.22,1.9,7.48,4.34,3.74,1.6,14,0,0
1957,HSS5X4X1/8,7.31,2,0,0,0,0,0,0,7.42,3.5,2.97,1.93,5.27,3.01,2.64,1.62,9.66,0,0
1958,HSS5X3X1/2,21.63,6.02,0,0,0,0,0,0,16.4,8.83,6.57,1.65,7.18,6.1,4.78,1.09,17.6,0,0
1959,HSS5X3X3/8,17.27,4.78,0,0,0,0,0,0,14.1,7.34,5.65,1.72,6.25,5.1,4.16,1.14,14.9,0,0
1960,HSS5X3X5/16,14.83,4.1,0,0,0,0,0,0,12.6,6.42,5.03,1.75,5.6,4.48,3.73,1.17,13.1,0,0
1961,HSS5X3X1/4,12.21,3.37,0,0,0,0,0,0,10.7,5.38,4.29,1.78,4.81,3.77,3.21,1.19,11,0,0
1962,HSS5X3X3/16,9.42,2.58,0,0,0,0,0,0,8.53,4.21,3.41,1.82,3.85,2.96,2.57,1.22,8.64,0,0
1963,HSS5X3X1/8,6.46,1.77,0,0,0,0,0,0,6.03,2.93,2.41,1.85,2.75,2.07,1.83,1.25,6.02,0,0
1964,HSS5X2-1/2X1/4,11.36,3.14,0,0,0,0,0,0,9.4,4.83,3.76,1.73,3.13,2.95,2.5,0.999,7.93,0,0
1965,HSS5X2-1/2X3/16,8.78,2.41,0,0,0,0,0,0,7.51,3.79,3.01,1.77,2.53,2.33,2.03,1.02,6.26,0,0
1966,HSS5X2-1/2X1/8,6.03,1.65,0,0,0,0,0,0,5.34,2.65,2.14,1.8,1.82,1.64,1.46,1.05,4.4,0,0
1967,HSS5X2X3/8,14.72,4.09,0,0,0,0,0,0,10.4,5.71,4.14,1.59,2.28,2.88,2.28,0.748,6.61,0,0
1968,HSS5X2X5/16,12.7,3.52,0,0,0,0,0,0,9.35,5.05,3.74,1.63,2.1,2.57,2.1,0.772,5.99,0,0
1969,HSS5X2X1/4,10.51,2.91,0,0,0,0,0,0,8.08,4.27,3.23,1.67,1.84,2.2,1.84,0.797,5.17,0,0
1970,HSS5X2X3/16,8.15,2.24,0,0,0,0,0,0,6.5,3.37,2.6,1.7,1.51,1.75,1.51,0.823,4.15,0,0
1971,HSS5X2X1/8,5.61,1.54,0,0,0,0,0,0,4.65,2.37,1.86,1.74,1.1,1.24,1.1,0.848,2.95,0,0
1972,HSS4-1/2X4-1/2X1/2,25.03,6.95,0,0,0,0,0,0,18.1,10.2,8.03,1.61,18.1,10.2,8.03,1.61,31.3,0,0
1973,HSS4-1/2X4-1/2X3/8,19.82,5.48,0,0,0,0,0,0,15.3,8.36,6.79,1.67,15.3,8.36,6.79,1.67,25.7,0,0
1974,HSS4-1/2X4-1/2X5/16,16.96,4.68,0,0,0,0,0,0,13.5,7.27,6,1.7,13.5,7.27,6,1.7,22.3,0,0
1975,HSS4-1/2X4-1/2X1/4,13.91,3.84,0,0,0,0,0,0,11.4,6.06,5.08,1.73,11.4,6.06,5.08,1.73,18.5,0,0
1976,HSS4-1/2X4-1/2X3/16,10.7,2.93,0,0,0,0,0,0,9.02,4.71,4.01,1.75,9.02,4.71,4.01,1.75,14.4,0,0
1977,HSS4-1/2X4-1/2X1/8,7.31,2,0,0,0,0,0,0,6.35,3.27,2.82,1.78,6.35,3.27,2.82,1.78,9.92,0,0
1978,HSS4X4X1/2,21.63,6.02,0,0,0,0,0,0,11.9,7.7,5.97,1.41,11.9,7.7,5.97,1.41,21,0,0
1979,HSS4X4X3/8,17.27,4.78,0,0,0,0,0,0,10.3,6.39,5.13,1.47,10.3,6.39,5.13,1.47,17.5,0,0
1980,HSS4X4X5/16,14.83,4.1,0,0,0,0,0,0,9.14,5.59,4.57,1.49,9.14,5.59,4.57,1.49,15.3,0,0
1981,HSS4X4X1/4,12.21,3.37,0,0,0,0,0,0,7.8,4.69,3.9,1.52,7.8,4.69,3.9,1.52,12.8,0,0
1982,HSS4X4X3/16,9.42,2.58,0,0,0,0,0,0,6.21,3.67,3.1,1.55,6.21,3.67,3.1,1.55,10,0,0
1983,HSS4X4X1/8,6.46,1.77,0,0,0,0,0,0,4.4,2.56,2.2,1.58,4.4,2.56,2.2,1.58,6.91,0,0
1984,HSS4X3X3/8,14.72,4.09,0,0,0,0,0,0,7.93,5.12,3.97,1.39,5.01,4.18,3.34,1.11,10.6,0,0
1985,HSS4X3X5/16,12.7,3.52,0,0,0,0,0,0,7.14,4.51,3.57,1.42,4.52,3.69,3.02,1.13,9.41,0,0
1986,HSS4X3X1/4,10.51,2.91,0,0,0,0,0,0,6.15,3.81,3.07,1.45,3.91,3.12,2.61,1.16,7.96,0,0
1987,HSS4X3X3/16,8.15,2.24,0,0,0,0,0,0,4.93,3,2.47,1.49,3.16,2.46,2.1,1.19,6.26,0,0
1988,HSS4X3X1/8,5.61,1.54,0,0,0,0,0,0,3.52,2.11,1.76,1.52,2.27,1.73,1.51,1.21,4.38,0,0
1989,HSS4X2-1/2X1/4,9.66,2.67,0,0,0,0,0,0,5.32,3.38,2.66,1.41,2.53,2.43,2.02,0.973,5.78,0,0
1990,HSS4X2-1/2X3/16,7.51,2.06,0,0,0,0,0,0,4.3,2.67,2.15,1.44,2.06,1.93,1.65,0.999,4.59,0,0
1991,HSS4X2-1/2X1/8,5.18,1.42,0,0,0,0,0,0,3.09,1.88,1.54,1.47,1.49,1.36,1.19,1.03,3.23,0,0
1992,HSS4X2X3/8,12.17,3.39,0,0,0,0,0,0,5.6,3.84,2.8,1.29,1.8,2.31,1.8,0.729,4.83,0,0
1993,HSS4X2X5/16,10.58,2.94,0,0,0,0,0,0,5.13,3.43,2.56,1.32,1.67,2.08,1.67,0.754,4.4,0,0
1994,HSS4X2X1/4,8.81,2.44,0,0,0,0,0,0,4.49,2.94,2.25,1.36,1.48,1.79,1.48,0.779,3.82,0,0
1995,HSS4X2X3/16,6.87,1.89,0,0,0,0,0,0,3.66,2.34,1.83,1.39,1.22,1.43,1.22,0.804,3.08,0,0
1996,HSS4X2X1/8,4.75,1.3,0,0,0,0,0,0,2.65,1.66,1.32,1.43,0.898,1.02,0.898,0.83,2.2,0,0
1997,HSS4X1-1/2X1/4,7.96,2.21,0,0,0,0,0,0,3.66,2.5,1.83,1.29,0.733,1.21,0.977,0.576,2.14,0,0
1998,HSS4X1-1/2X3/16,6.23,1.71,0,0,0,0,0,0,3.02,2.01,1.51,1.33,0.621,0.982,0.827,0.602,1.78,0,0
1999,HSS4X1-1/2X1/8,4.33,1.19,0,0,0,0,0,0,2.21,1.43,1.11,1.36,0.467,0.71,0.622,0.627,1.3,0,0
2000,HSS3-1/2X3-1/2X3/8,14.72,4.09,0,0,0,0,0,0,6.49,4.69,3.71,1.26,6.49,4.69,3.71,1.26,11.2,0,0
2001,HSS3-1/2X3-1/2X5/16,12.7,3.52,0,0,0,0,0,0,5.84,4.14,3.34,1.29,5.84,4.14,3.34,1.29,9.89,0,0
2002,HSS3-1/2X3-1/2X1/4,10.51,2.91,0,0,0,0,0,0,5.04,3.5,2.88,1.32,5.04,3.5,2.88,1.32,8.35,0,0
2003,HSS3-1/2X3-1/2X3/16,8.15,2.24,0,0,0,0,0,0,4.05,2.76,2.31,1.35,4.05,2.76,2.31,1.35,6.56,0,0
2004,HSS3-1/2X3-1/2X1/8,5.61,1.54,0,0,0,0,0,0,2.9,1.93,1.66,1.37,2.9,1.93,1.66,1.37,4.58,0,0
2005,HSS3-1/2X2-1/2X3/8,12.17,3.39,0,0,0,0,0,0,4.75,3.59,2.72,1.18,2.77,2.82,2.21,0.904,6.16,0,0
2006,HSS3-1/2X2-1/2X5/16,10.58,2.94,0,0,0,0,0,0,4.34,3.2,2.48,1.22,2.54,2.52,2.03,0.93,5.53,0,0
2007,HSS3-1/2X2-1/2X1/4,8.81,2.44,0,0,0,0,0,0,3.79,2.74,2.17,1.25,2.23,2.16,1.78,0.956,4.75,0,0
2008,HSS3-1/2X2-1/2X3/16,6.87,1.89,0,0,0,0,0,0,3.09,2.18,1.76,1.28,1.82,1.72,1.46,0.983,3.78,0,0
2009,HSS3-1/2X2-1/2X1/8,4.75,1.3,0,0,0,0,0,0,2.23,1.54,1.28,1.31,1.33,1.22,1.06,1.01,2.67,0,0
2010,HSS3-1/2X2X1/4,7.96,2.21,0,0,0,0,0,0,3.17,2.36,1.81,1.2,1.3,1.58,1.3,0.766,3.16,0,0
2011,HSS3-1/2X2X3/16,6.23,1.71,0,0,0,0,0,0,2.61,1.89,1.49,1.23,1.08,1.27,1.08,0.792,2.55,0,0
2012,HSS3-1/2X2X1/8,4.33,1.19,0,0,0,0,0,0,1.9,1.34,1.09,1.27,0.795,0.912,0.795,0.818,1.83,0,0
2013,HSS3-1/2X1-1/2X1/4,7.11,1.97,0,0,0,0,0,0,2.55,1.98,1.46,1.14,0.638,1.06,0.851,0.569,1.79,0,0
2014,HSS3-1/2X1-1/2X3/16,5.59,1.54,0,0,0,0,0,0,2.12,1.6,1.21,1.17,0.544,0.867,0.725,0.594,1.49,0,0
2015,HSS3-1/2X1-1/2X1/8,3.9,1.07,0,0,0,0,0,0,1.57,1.15,0.896,1.21,0.411,0.63,0.548,0.619,1.09,0,0
2016,HSS3X3X3/8,12.17,3.39,0,0,0,0,0,0,3.78,3.25,2.52,1.06,3.78,3.25,2.52,1.06,6.64,0,0
2017,HSS3X3X5/16,10.58,2.94,0,0,0,0,0,0,3.45,2.9,2.3,1.08,3.45,2.9,2.3,1.08,5.94,0,0
2018,HSS3X3X1/4,8.81,2.44,0,0,0,0,0,0,3.02,2.48,2.01,1.11,3.02,2.48,2.01,1.11,5.08,0,0
2019,HSS3X3X3/16,6.87,1.89,0,0,0,0,0,0,2.46,1.97,1.64,1.14,2.46,1.97,1.64,1.14,4.03,0,0
2020,HSS3X3X1/8,4.75,1.3,0,0,0,0,0,0,1.78,1.4,1.19,1.17,1.78,1.4,1.19,1.17,2.84,0,0
2021,HSS3X2-1/2X5/16,9.51,2.64,0,0,0,0,0,0,2.92,2.51,1.94,1.05,2.18,2.2,1.74,0.908,4.34,0,0
2022,HSS3X2-1/2X1/4,7.96,2.21,0,0,0,0,0,0,2.57,2.16,1.72,1.08,1.93,1.9,1.54,0.935,3.74,0,0
2023,HSS3X2-1/2X3/16,6.23,1.71,0,0,0,0,0,0,2.11,1.73,1.41,1.11,1.59,1.52,1.27,0.963,3,0,0
2024,HSS3X2-1/2X1/8,4.33,1.19,0,0,0,0,0,0,1.54,1.23,1.03,1.14,1.16,1.09,0.931,0.99,2.13,0,0
2025,HSS3X2X5/16,8.45,2.35,0,0,0,0,0,0,2.38,2.11,1.59,1.01,1.24,1.58,1.24,0.725,2.87,0,0
2026,HSS3X2X1/4,7.11,1.97,0,0,0,0,0,0,2.13,1.83,1.42,1.04,1.11,1.38,1.11,0.751,2.52,0,0
2027,HSS3X2X3/16,5.59,1.54,0,0,0,0,0,0,1.77,1.48,1.18,1.07,0.932,1.12,0.932,0.778,2.05,0,0
2028,HSS3X2X1/8,3.9,1.07,0,0,0,0,0,0,1.3,1.06,0.867,1.1,0.692,0.803,0.692,0.804,1.47,0,0
2029,HSS3X1-1/2X1/4,6.26,1.74,0,0,0,0,0,0,1.68,1.51,1.12,0.982,0.543,0.911,0.725,0.559,1.44,0,0
2030,HSS3X1-1/2X3/16,4.96,1.37,0,0,0,0,0,0,1.42,1.24,0.945,1.02,0.467,0.752,0.622,0.584,1.21,0,0
2031,HSS3X1-1/2X1/8,3.48,0.956,0,0,0,0,0,0,1.06,0.895,0.706,1.05,0.355,0.55,0.474,0.61,0.886,0,0
2032,HSS3X1X3/16,4.32,1.19,0,0,0,0,0,0,1.07,0.989,0.713,0.947,0.173,0.432,0.345,0.38,0.526,0,0
2033,HSS3X1X1/8,3.05,0.84,0,0,0,0,0,0,0.817,0.728,0.545,0.987,0.138,0.325,0.276,0.405,0.408,0,0
2034,HSS2-1/2X2-1/2X5/16,8.45,2.35,0,0,0,0,0,0,1.82,1.88,1.46,0.88,1.82,1.88,1.46,0.88,3.2,0,0
2035,HSS2-1/2X2-1/2X1/4,7.11,1.97,0,0,0,0,0,0,1.63,1.63,1.3,0.908,1.63,1.63,1.3,0.908,2.79,0,0
2036,HSS2-1/2X2-1/2X3/16,5.59,1.54,0,0,0,0,0,0,1.35,1.32,1.08,0.937,1.35,1.32,1.08,0.937,2.25,0,0
2037,HSS2-1/2X2-1/2X1/8,3.9,1.07,0,0,0,0,0,0,0.998,0.947,0.799,0.965,0.998,0.947,0.799,0.965,1.61,0,0
2038,HSS2-1/2X2X1/4,6.26,1.74,0,0,0,0,0,0,1.33,1.37,1.06,0.874,0.93,1.17,0.93,0.731,1.9,0,0
2039,HSS2-1/2X2X3/16,4.96,1.37,0,0,0,0,0,0,1.12,1.12,0.894,0.904,0.786,0.956,0.786,0.758,1.55,0,0
2040,HSS2-1/2X2X1/8,3.48,0.956,0,0,0,0,0,0,0.833,0.809,0.667,0.934,0.589,0.694,0.589,0.785,1.12,0,0
2041,HSS2-1/2X1-1/2X1/4,5.41,1.51,0,0,0,0,0,0,1.03,1.11,0.822,0.826,0.449,0.764,0.599,0.546,1.1,0,0
2042,HSS2-1/2X1-1/2X3/16,4.32,1.19,0,0,0,0,0,0,0.882,0.915,0.705,0.86,0.39,0.636,0.52,0.572,0.929,0,0
2043,HSS2-1/2X1-1/2X1/8,3.05,0.84,0,0,0,0,0,0,0.668,0.671,0.535,0.892,0.3,0.469,0.399,0.597,0.687,0,0
2044,HSS2-1/2X1X3/16,3.68,1.02,0,0,0,0,0,0,0.646,0.713,0.517,0.796,0.143,0.36,0.285,0.374,0.412,0,0
2045,HSS2-1/2X1X1/8,2.63,0.724,0,0,0,0,0,0,0.503,0.532,0.403,0.834,0.115,0.274,0.23,0.399,0.322,0,0
2046,HSS2-1/4X2-1/4X1/4,6.26,1.74,0,0,0,0,0,0,1.13,1.28,1.01,0.806,1.13,1.28,1.01,0.806,1.96,0,0
2047,HSS2-1/4X2-1/4X3/16,4.96,1.37,0,0,0,0,0,0,0.953,1.04,0.847,0.835,0.953,1.04,0.847,0.835,1.6,0,0
2048,HSS2-1/4X2-1/4X1/8,3.48,0.956,0,0,0,0,0,0,0.712,0.755,0.633,0.863,0.712,0.755,0.633,0.863,1.15,0,0
2049,HSS2X2X1/4,5.41,1.51,0,0,0,0,0,0,0.747,0.964,0.747,0.704,0.747,0.964,0.747,0.704,1.31,0,0
2050,HSS2X2X3/16,4.32,1.19,0,0,0,0,0,0,0.641,0.797,0.641,0.733,0.641,0.797,0.641,0.733,1.09,0,0
2051,HSS2X2X1/8,3.05,0.84,0,0,0,0,0,0,0.486,0.584,0.486,0.761,0.486,0.584,0.486,0.761,0.796,0,0
2052,HSS2X1-1/2X3/16,3.68,1.02,0,0,0,0,0,0,0.495,0.639,0.495,0.697,0.313,0.521,0.417,0.554,0.664,0,0
2053,HSS2X1-1/2X1/8,2.63,0.724,0,0,0,0,0,0,0.383,0.475,0.383,0.728,0.244,0.389,0.325,0.581,0.496,0,0
2054,HSS2X1X3/16,3.04,0.845,0,0,0,0,0,0,0.35,0.48,0.35,0.643,0.112,0.288,0.225,0.365,0.301,0,0
2055,HSS2X1X1/8,2.2,0.608,0,0,0,0,0,0,0.28,0.366,0.28,0.679,0.0922,0.223,0.184,0.39,0.238,0,0
2056,HSS1-1/2X1-1/2X1/4,3.71,1.04,0,0,0,0,0,0,0.26,0.469,0.346,0.5,0.26,0.469,0.346,0.5,0.47,0,0
2057,HSS1-1/2X1-1/2X3/16,3.04,0.845,0,0,0,0,0,0,0.236,0.406,0.315,0.528,0.236,0.406,0.315,0.528,0.414,0,0
2058,HSS1-1/2X1-1/2X1/8,2.2,0.608,0,0,0,0,0,0,0.188,0.309,0.251,0.557,0.188,0.309,0.251,0.557,0.316,0,0
2059,HSS28.000X1.000,288.63,79.1,0,0,0,0,0,0,7250,682,518,9.58,7250,682,518,9.58,14500,0,0
2060,HSS28.000X0.875,253.72,69.5,0,0,0,0,0,0,6430,602,459,9.62,6430,602,459,9.62,12900,0,0
2061,HSS28.000X0.750,218.48,59.8,0,0,0,0,0,0,5580,520,398,9.66,5580,520,398,9.66,11200,0,0
2062,HSS28.000X0.625,182.9,50.1,0,0,0,0,0,0,4710,437,336,9.7,4710,437,336,9.7,9410,0,0
2063,HSS28.000X0.500,146.99,40.2,0,0,0,0,0,0,3810,353,272,9.74,3810,353,272,9.74,7630,0,0
2064,HSS28.000X0.375,110.74,30.3,0,0,0,0,0,0,2900,267,207,9.78,2900,267,207,9.78,5790,0,0
2065,HSS26.000X0.750,202.44,55.4,0,0,0,0,0,0,4440,447,342,8.95,4440,447,342,8.95,8880,0,0
2066,HSS26.000X0.625,169.54,46.4,0,0,0,0,0,0,3750,376,289,8.99,3750,376,289,8.99,7500,0,0
2067,HSS26.000X0.500,136.3,37.3,0,0,0,0,0,0,3040,303,234,9.03,3040,303,234,9.03,6080,0,0
2068,HSS26.000X0.375,102.73,28.1,0,0,0,0,0,0,2310,229,178,9.07,2310,229,178,9.07,4620,0,0
2069,HSS26.000X0.313,85.81,23.5,0,0,0,0,0,0,1940,192,149,9.09,1940,192,149,9.09,3880,0,0
2070,HSS24.000X1.000,245.87,67.4,0,0,0,0,0,0,4490,495,374,8.16,4490,495,374,8.16,8980,0,0
2071,HSS24.000X0.875,216.31,59.3,0,0,0,0,0,0,3990,438,332,8.2,3990,438,332,8.2,7980,0,0
2072,HSS24.000X0.750,186.41,51.1,0,0,0,0,0,0,3470,379,289,8.24,3470,379,289,8.24,6940,0,0
2073,HSS24.000X0.625,156.18,42.8,0,0,0,0,0,0,2930,319,244,8.28,2930,319,244,8.28,5870,0,0
2074,HSS24.000X0.500,125.61,34.4,0,0,0,0,0,0,2380,258,198,8.32,2380,258,198,8.32,4760,0,0
2075,HSS24.000X0.375,94.71,25.9,0,0,0,0,0,0,1810,195,151,8.36,1810,195,151,8.36,3620,0,0
2076,HSS24.000X0.313,79.13,21.6,0,0,0,0,0,0,1520,163,127,8.38,1520,163,127,8.38,3040,0,0
2077,HSS22.000X0.750,170.37,46.7,0,0,0,0,0,0,2650,317,241,7.54,2650,317,241,7.54,5300,0,0
2078,HSS22.000X0.625,142.81,39.1,0,0,0,0,0,0,2240,267,204,7.58,2240,267,204,7.58,4490,0,0
2079,HSS22.000X0.500,114.92,31.5,0,0,0,0,0,0,1820,216,166,7.62,1820,216,166,7.62,3650,0,0
2080,HSS22.000X0.375,86.69,23.7,0,0,0,0,0,0,1390,163,126,7.66,1390,163,126,7.66,2780,0,0
2081,HSS22.000X0.313,72.45,19.8,0,0,0,0,0,0,1170,137,106,7.68,1170,137,106,7.68,2340,0,0
2082,HSS20.000X1.000,203.11,55.7,0,0,0,0,0,0,2540,338,254,6.75,2540,338,254,6.75,5080,0,0
2083,HSS20.000X0.875,178.89,49,0,0,0,0,0,0,2260,300,226,6.79,2260,300,226,6.79,4520,0,0
2084,HSS20.000X0.750,154.34,42.3,0,0,0,0,0,0,1970,260,197,6.83,1970,260,197,6.83,3940,0,0
2085,HSS20.000X0.625,129.45,35.5,0,0,0,0,0,0,1670,219,167,6.87,1670,219,167,6.87,3350,0,0
2086,HSS20.000X0.500,104,28.5,0,0,0,0,0,0,1360,177,136,6.91,1360,177,136,6.91,2720,0,0
2087,HSS20.000X0.375,78.67,21.5,0,0,0,0,0,0,1040,135,104,6.95,1040,135,104,6.95,2080,0,0
2088,HSS20.000X0.313,65.77,18,0,0,0,0,0,0,874,113,87.4,6.97,874,113,87.4,6.97,1750,0,0
2089,HSS20.000X0.250,52.78,14.4,0,0,0,0,0,0,705,90.9,70.5,6.99,705,90.9,70.5,6.99,1410,0,0
2090,HSS18.000X1.000,181.73,49.9,0,0,0,0,0,0,1820,271,202,6.04,1820,271,202,6.04,3640,0,0
2091,HSS18.000X0.875,160.19,43.9,0,0,0,0,0,0,1630,241,181,6.08,1630,241,181,6.08,3250,0,0
2092,HSS18.000X0.750,138.3,37.9,0,0,0,0,0,0,1420,209,158,6.12,1420,209,158,6.12,2840,0,0
2093,HSS18.000X0.625,116.09,31.8,0,0,0,0,0,0,1210,176,134,6.16,1210,176,134,6.16,2420,0,0
2094,HSS18.000X0.500,93.54,25.6,0,0,0,0,0,0,985,143,109,6.2,985,143,109,6.2,1970,0,0
2095,HSS18.000X0.375,70.66,19.4,0,0,0,0,0,0,754,109,83.8,6.24,754,109,83.8,6.24,1510,0,0
2096,HSS18.000X0.313,59.09,16.2,0,0,0,0,0,0,634,91.2,70.4,6.26,634,91.2,70.4,6.26,1270,0,0
2097,HSS18.000X0.250,47.44,13,0,0,0,0,0,0,512,73.4,56.9,6.28,512,73.4,56.9,6.28,1020,0,0
2098,HSS16.000X1.000,160.35,44,0,0,0,0,0,0,1250,211,157,5.34,1250,211,157,5.34,2510,0,0
2099,HSS16.000X0.875,141.48,38.8,0,0,0,0,0,0,1120,188,140,5.38,1120,188,140,5.38,2240,0,0
2100,HSS16.000X0.750,122.27,33.5,0,0,0,0,0,0,984,163,123,5.42,984,163,123,5.42,1970,0,0
2101,HSS16.000X0.625,103,28.1,0,0,0,0,0,0,838,138,105,5.46,838,138,105,5.46,1680,0,0
2102,HSS16.000X0.500,82.85,22.7,0,0,0,0,0,0,685,112,85.7,5.49,685,112,85.7,5.49,1370,0,0
2103,HSS16.000X0.438,72.87,19.9,0,0,0,0,0,0,606,99,75.8,5.51,606,99,75.8,5.51,1210,0,0
2104,HSS16.000X0.375,62.64,17.2,0,0,0,0,0,0,526,85.5,65.7,5.53,526,85.5,65.7,5.53,1050,0,0
2105,HSS16.000X0.312,52.32,14.4,0,0,0,0,0,0,443,71.8,55.4,5.55,443,71.8,55.4,5.55,886,0,0
2106,HSS16.000X0.250,42.09,11.5,0,0,0,0,0,0,359,57.9,44.8,5.58,359,57.9,44.8,5.58,717,0,0
2107,HSS14.000X1.000,138.97,38.2,0,0,0,0,0,0,820,159,117,4.63,820,159,117,4.63,1640,0,0
2108,HSS14.000X0.875,122.77,33.7,0,0,0,0,0,0,735,142,105,4.67,735,142,105,4.67,1470,0,0
2109,HSS14.000X0.750,106.23,29.1,0,0,0,0,0,0,647,124,92.4,4.71,647,124,92.4,4.71,1290,0,0
2110,HSS14.000X0.625,89.36,24.5,0,0,0,0,0,0,552,105,78.9,4.75,552,105,78.9,4.75,1100,0,0
2111,HSS14.000X0.500,72.16,19.8,0,0,0,0,0,0,453,85.2,64.8,4.79,453,85.2,64.8,4.79,907,0,0
2112,HSS14.000X0.375,54.62,15,0,0,0,0,0,0,349,65.1,49.8,4.83,349,65.1,49.8,4.83,698,0,0
2113,HSS14.000X0.312,45.65,12.5,0,0,0,0,0,0,295,54.7,42.1,4.85,295,54.7,42.1,4.85,589,0,0
2114,HSS14.000X0.250,36.75,10.1,0,0,0,0,0,0,239,44.2,34.1,4.87,239,44.2,34.1,4.87,478,0,0
2115,HSS14.000X0.188,27.69,7.57,0,0,0,0,0,0,181,33.3,25.9,4.89,181,33.3,25.9,4.89,362,0,0
2116,HSS13.375X0.625,85.19,23.4,0,0,0,0,0,0,479,95.2,71.6,4.53,479,95.2,71.6,4.53,958,0,0
2117,HSS13.375X0.500,68.82,18.9,0,0,0,0,0,0,393,77.5,58.8,4.57,393,77.5,58.8,4.57,787,0,0
2118,HSS13.375X0.375,52.11,14.3,0,0,0,0,0,0,303,59.2,45.3,4.61,303,59.2,45.3,4.61,606,0,0
2119,HSS13.375X0.313,43.64,11.9,0,0,0,0,0,0,256,49.8,38.2,4.63,256,49.8,38.2,4.63,512,0,0
2120,HSS13.375X0.250,35.08,9.6,0,0,0,0,0,0,207,40.2,31,4.65,207,40.2,31,4.65,415,0,0
2121,HSS13.375X0.188,26.43,7.23,0,0,0,0,0,0,158,30.4,23.6,4.67,158,30.4,23.6,4.67,315,0,0
2122,HSS12.750X0.750,96.21,26.4,0,0,0,0,0,0,481,101,75.5,4.27,481,101,75.5,4.27,962,0,0
2123,HSS12.750X0.625,81.01,22.2,0,0,0,0,0,0,412,86.1,64.7,4.31,412,86.1,64.7,4.31,824,0,0
2124,HSS12.750X0.500,65.48,17.9,0,0,0,0,0,0,339,70.2,53.2,4.35,339,70.2,53.2,4.35,678,0,0
2125,HSS12.750X0.375,49.61,13.6,0,0,0,0,0,0,262,53.7,41,4.39,262,53.7,41,4.39,523,0,0
2126,HSS12.750X0.250,33.41,9.16,0,0,0,0,0,0,180,36.5,28.2,4.43,180,36.5,28.2,4.43,359,0,0
2127,HSS12.750X0.188,25.18,6.89,0,0,0,0,0,0,136,27.6,21.4,4.45,136,27.6,21.4,4.45,272,0,0
2128,HSS12.000X0.625,76,20.9,0,0,0,0,0,0,341,75.9,56.8,4.04,341,75.9,56.8,4.04,681,0,0
2129,HSS12.000X0.500,61.47,16.9,0,0,0,0,0,0,281,61.9,46.8,4.08,281,61.9,46.8,4.08,561,0,0
2130,HSS12.000X0.375,46.6,12.8,0,0,0,0,0,0,217,47.4,36.1,4.12,217,47.4,36.1,4.12,434,0,0
2131,HSS12.000X0.250,31.4,8.6,0,0,0,0,0,0,149,32.2,24.8,4.16,149,32.2,24.8,4.16,298,0,0
2132,HSS11.750X0.625,74.33,20.4,0,0,0,0,0,0,319,72.6,54.3,3.95,319,72.6,54.3,3.95,638,0,0
2133,HSS11.750X0.500,60.13,16.5,0,0,0,0,0,0,263,59.3,44.7,3.99,263,59.3,44.7,3.99,526,0,0
2134,HSS11.750X0.375,45.6,12.5,0,0,0,0,0,0,203,45.3,34.6,4.03,203,45.3,34.6,4.03,406,0,0
2135,HSS11.750X0.337,41.12,11.3,0,0,0,0,0,0,184,41,31.4,4.04,184,41,31.4,4.04,368,0,0
2136,HSS11.750X0.250,30.73,8.41,0,0,0,0,0,0,140,30.8,23.8,4.07,140,30.8,23.8,4.07,279,0,0
2137,HSS10.750X0.625,67.65,18.6,0,0,0,0,0,0,241,60.2,44.8,3.6,241,60.2,44.8,3.6,482,0,0
2138,HSS10.750X0.500,54.79,15,0,0,0,0,0,0,199,49.2,37,3.64,199,49.2,37,3.64,398,0,0
2139,HSS10.750X0.375,41.59,11.4,0,0,0,0,0,0,154,37.8,28.7,3.68,154,37.8,28.7,3.68,309,0,0
